depth,n,var_o1,var_o2,unique_level_count_o1,unique_level_count_o2,mad0_o1,mad0_o2
1,15,0.00011235337927730321,0.0028749546587310357,6,7,1,1
2,126,0.0001948946697956644,0.006884263721422715,90,104,0,0
3,127,0.0002652902835324241,0.015617595090792835,111,126,0,0
4,128,0.000343258687747611,0.016510176439618853,119,127,0,0
5,125,0.015681352297236228,0.03631644891809411,117,125,0,0
6,100,0.04644347437638814,0.06147991441702328,80,100,0,0
7,101,0.11317910428290139,0.0644902651082915,77,101,0,0
8,105,0.16745608349827937,0.08899010297403262,62,105,0,0
9,106,0.17141966960769842,0.07500172020330009,64,106,0,0
10,101,0.16895717148427353,0.09187474034535643,59,101,0,0
11,101,0.16555492244403106,0.08603530118812698,61,101,0,0
12,101,0.17075036878896416,0.08976554568000654,58,101,0,0
13,102,0.1711391052849147,0.09797270813259153,58,102,0,0
14,102,0.16528288840332256,0.09458692954226204,61,102,0,0
15,102,0.16214922816099744,0.08798967209571901,64,102,0,0
16,102,0.16411631135737703,0.08973929479090877,62,102,0,0
17,104,0.16426588194796996,0.08988814267687663,63,104,0,0
18,104,0.1639561728822007,0.08998185393136003,63,104,0,0
19,107,0.163162080610952,0.09147242492888777,68,107,0,0
20,106,0.16278126905224105,0.0888853673516314,68,106,0,0
21,106,0.16338314453325564,0.08904389302156424,68,106,0,0
22,107,0.16268561996541156,0.0897478895710826,69,107,0,0
23,107,0.16254905754235988,0.09068310854220249,69,107,0,0
24,107,0.16242081092102012,0.0914005908362486,69,107,0,0
25,107,0.16237586127743134,0.09141163920991259,69,107,0,0
26,107,0.16230682963219156,0.09195255161765105,69,107,0,0
27,107,0.1622046849528465,0.0923857057912902,69,107,0,0
28,107,0.16224560201941435,0.09191925488198445,69,107,0,0
29,107,0.16221868526312078,0.09238256959115103,69,107,0,0
30,107,0.1621737690429848,0.09239224644613454,69,107,0,0
31,107,0.16211569442401222,0.09273204728131447,69,107,0,0
32,107,0.16208907273723144,0.09273721698495739,69,107,0,0
33,108,0.1613216322887615,0.09547444728151357,73,108,0,0
34,107,0.16207727947440975,0.09278439784368506,69,107,0,0
35,107,0.16203681040241655,0.09301471126381375,69,107,0,0
36,108,0.1612515613328807,0.09570581250692126,73,108,0,0
37,108,0.16119619745248095,0.09594496032164222,73,108,0,0
38,108,0.16064616613399074,0.0962804120483196,73,108,0,0
39,108,0.16144937514981456,0.09624766892745318,73,108,0,0
40,108,0.16102650894269116,0.09651883437373901,73,108,0,0
41,108,0.16098645173320397,0.09662910243436669,73,108,0,0
42,108,0.16070012969275332,0.09654948694445288,73,108,0,0
43,108,0.16136516232007062,0.09648334759177768,73,108,0,0
44,108,0.16095123481431364,0.09672473633303631,73,108,0,0
45,108,0.16091632874005884,0.09681055172400105,73,108,0,0
46,108,0.16090878100501527,0.09681060472226721,73,108,0,0
47,108,0.16088643586208193,0.09688602282200866,73,108,0,0
48,108,0.16085645776592622,0.09695526418737542,73,108,0,0
49,108,0.1608289270127321,0.09701713789567257,73,108,0,0
50,108,0.16080303142554986,0.09707325861733089,73,108,0,0
